WITTCASE NUMBER: HA002505
SAMPLE NUMBER:   23
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  LFA     	  LFA'		
 16.28   	 493.39		 46.84   	  25.43		
 18.25   	 523.90		 46.94   	  20.35		
 20.35   	 335.71		 47.02   	 -61.04		
 21.69   	 300.10		 46.77   	-101.73		
 22.89   	 396.74		 46.37   	 -61.04		
 24.48   	 325.53		 46.12   	 -45.78		
 25.78   	 350.97		 45.94   	 -96.64		
 27.18   	 483.21		 45.55   	-122.07		
 29.11   	 452.69		 45.07   	 -45.78		
 30.93   	 279.75		 44.88   	 -15.26		
 32.04   	 127.16		 44.82   	 -25.43		
 32.55   	 132.25		 44.72   	 -35.61		
 33.08   	 218.72		 44.58   	  10.17		
 33.96   	 259.41		 44.62   	  61.04		
 34.99   	 279.75		 44.86   	  96.64		
 36.11   	 249.24		 45.25   	 101.73		
 37.11   	 208.54		 45.66   	  66.12		
 37.94   	 213.63		 45.92   	  20.35		
 38.80   	 254.32		 46.00   	 -20.35		
 39.82   	 264.50		 45.92   	 -40.69		
 40.87   	 218.72		 45.76   	 -66.12		
 41.75   	 157.68		 45.49   	 -81.38		
 42.38   	 116.99		 45.17   	 -86.47		
 42.85   	 101.73		 44.82   	 -86.47		
 43.26   	  81.38		 44.48   	 -61.04		
 43.58   	  55.95		 44.23   	 -35.61		
 43.80   	  35.61		 44.09   	 -20.35		
 43.95   	  40.69		 44.01(D)	   0.00		
 44.11   	  55.95		 44.01   	  30.52		
 44.33   	  76.30		 44.13   	  55.95		
 44.64   	 101.73		 44.35   	  76.30		
 45.05   	 122.07		 44.66   	 101.73		
 45.53   	 132.25		 45.07   	 152.59		
 46.06   	 142.42		 45.68   	 228.89		
 46.63   	 162.77		 46.59   	 305.19		
 47.28   	 157.68		 47.81   	 376.40		
 47.91   	 142.42		 49.32   	 432.35		
 48.48   	 142.42		 51.05   	 467.95		
 49.05   	 147.51		 52.92   	 478.13		
 49.64   	 152.59		 54.83   	 447.61		
 50.25   	 167.85		 56.62   	 412.00		
 50.93   	 162.77		 58.27   	 350.97		
 51.58   	 162.77		 59.67   	 284.84		
 52.23   	 162.77		 60.81   	 218.72		
 52.88   	 162.77		 61.69   	 167.85		
 53.53   	 167.85		 62.36   	 137.33		
 54.20   	 167.85		 62.91   	 132.25		
 54.87   	 162.77		 63.44   	 147.51		
 55.52   	 152.59		 64.03   	 178.03		
 56.13   	 137.33		 64.74   	 223.80		
 56.68   	 127.16		 65.64   	 269.58		
 57.19   	 122.07		 66.71   	 310.27		
 57.68   	 127.16		 67.95   	 350.97		
 58.19   	 111.90		 69.36   	 376.40		
 58.64   	  96.64		 70.86   	 396.74		
 59.02   	  86.47		 72.45   	 391.66		
 59.37   	  81.38		 74.02   	 381.48		
 59.69   	  91.56		 75.54   	 361.14		
 60.06   	  76.30		 76.99   	 325.53		
 60.37   	  71.21		 78.29   	 289.93		
 60.65   	  66.12		 79.45   	 264.50		
 60.92   	  66.12		 80.51   	 244.15		
 61.18   	  61.04		 81.48   	 213.63		
 61.42   	  61.04		 82.34   	 183.11		
 61.67   	  61.04		 83.07   	 162.77		
 61.91   	  45.78		 83.72   	 137.33		
 62.10   	  40.69		 84.27   	 106.82		
 62.26   	  45.78		 84.70   	  86.47		
 62.44   	  40.69		 85.05   	  81.38		
 62.60   	  35.61		 85.37   	  76.30		
 62.75   	  30.52		 85.68   	  55.95		
 62.87   	  20.35		 85.90   	  30.52		
 62.95   	  15.26		 86.02   	  30.52		
 63.01   	  20.35		 86.14   	  25.43		
 63.09   	   5.09		 86.25   	  15.26		
 63.11(S)	   0.00		 86.31(S)	 -15.26		
 63.11   	  -5.09		 86.25   	 -30.52		
 63.09   	 -15.26		 86.12   	 -40.69		
 63.03   	 -25.43		 85.96   	 -55.95		
 62.93   	 -40.69		 85.74   	 -61.04		
 62.77   	 -55.95		 85.49   	 -55.95		
 62.54   	 -71.21		 85.27   	 -66.12		
 62.26   	-101.73		 85.00   	 -91.56		
 61.85   	-127.16		 84.64   	 -96.64		
 61.34   	-157.68		 84.25   	-106.82		
 60.71   	-203.46		 83.82   	-101.73		
 59.90   	-244.15		 83.42   	-122.07		
 58.92   	-315.36		 82.93   	-127.16		
 57.66   	-473.04		 82.42   	-116.99		
 55.77   	-681.58		 81.95   	-111.90		
 53.04   	-839.26		 81.51   	-116.99		
 49.68   	-854.52		 81.04   	-116.99		
 46.27   	-778.23		 80.57   	-116.99		
 43.15   	-681.58		 80.10   	-106.82		
 40.43   	-620.55		 79.67   	-116.99		
 37.94   	-584.94		 79.21   	-116.99		
 35.61   	-544.25		 78.74   	-122.07		
 33.43   	-478.13		 78.25   	-122.07		
 31.52   	-422.18		 77.76   	-122.07		
 29.83   	-401.83		 77.27   	-137.33		
 28.22   	-371.31		 76.72   	-147.51		
 26.73   	-356.05		 76.13   	-162.77		
 25.31   	-335.71		 75.48   	-162.77		
 23.97   	-335.71		 74.83   	-172.94		
 22.62   	-335.71		 74.14   	-172.94		
 21.28   	-345.88		 73.45   	-167.85		
 19.90   	-345.88		 72.78   	-167.85		
 18.51   	-350.97		 72.11   	-157.68		
 17.11   	-350.97		 71.47   	-162.77		
 15.71   	-340.79		 70.82   	-157.68		
 14.34   	-335.71		 70.19   	-152.59		
 13.00   	-325.53		 69.58   	-152.59		
 11.70   	-315.36		 68.97   	-147.51		
 10.44   	-300.10		 68.38   	-132.25		
  9.24   	-279.75		 67.85   	-132.25		
  8.12   	-254.32		 67.32   	-116.99		
  7.10   	-233.98		 66.86   	-106.82		
  6.16   	-203.46		 66.43   	-101.73		
  5.35   	-183.11		 66.02   	 -91.56		
  4.62   	-147.51		 65.66   	 -81.38		
  4.03   	-127.16		 65.33   	 -86.47		
  3.52   	-101.73		 64.98   	 -81.38		
  3.11   	 -71.21		 64.66   	 -91.56		
  2.83   	 -55.95		 64.29   	 -86.47		
  2.60   	 -45.78		 63.95   	 -96.64		
  2.42   	 -30.52		 63.56   	-106.82		
  2.30   	 -25.43		 63.13   	-106.82		
  2.20   	 -30.52		 62.71   	-106.82		
  2.08   	 -35.61		 62.28   	-101.73		
  1.93   	 -40.69		 61.87   	 -96.64		
  1.77   	 -45.78		 61.49   	-101.73		
  1.59   	 -45.78		 61.08   	 -96.64		
  1.40   	 -40.69		 60.69   	 -91.56		
  1.24   	 -30.52		 60.33   	 -86.47		
  1.12   	  -5.09		 59.98   	 -81.38		
  1.10   	  10.17		 59.65   	 -66.12		
  1.14   	  10.17		 59.39   	 -71.21		
  1.18   	   0.00		 59.10   	 -66.12		
  1.18   	 -10.17		 58.84   	 -66.12		
  1.14   	  -5.09		 58.58   	 -61.04		
  1.12   	   0.00		 58.33   	 -61.04		
  1.12   	   5.09		 58.09   	 -61.04		
  1.14   	  10.17		 57.84   	 -55.95		
  1.18   	   5.09		 57.62   	 -50.86		
  1.20   	   0.00		 57.42   	 -45.78		
  1.20   	  -5.09		 57.23   	 -50.86		
  1.18   	  -5.09		 57.03   	 -45.78		
  1.16   	 -10.17		 56.85   	 -40.69		
  1.12   	  -5.09		 56.68   	 -45.78		
  1.10   	 -20.35		 56.50   	 -45.78		
  1.02   	 -20.35		 56.32   	 -45.78		
  0.94   	 -20.35		 56.13   	 -50.86		
  0.85   	 -15.26		 55.93   	 -50.86		
  0.79   	 -10.17		 55.73   	 -55.95		
  0.75   	  -5.09		 55.50   	 -50.86		
  0.73   	  -5.09		 55.30   	 -50.86		
  0.71   	  -5.09		 55.10   	 -40.69		
  0.69   	  -5.09		 54.93   	 -45.78		
  0.67   	 -10.17		 54.75   	 -50.86		
  0.63   	 -15.26		 54.55   	 -35.61		
  0.57   	 -20.35		 54.40   	 -35.61		
  0.49   	 -15.26		 54.26   	 -35.61		
  0.43   	 -15.26		 54.12   	 -35.61		
  0.37   	 -15.26		 53.98   	 -35.61		
  0.31   	 -20.35		 53.83   	 -30.52		
  0.22   	 -15.26		 53.71   	 -35.61		
  0.16   	 -10.17		 53.57   	 -30.52		
  0.12   	  -5.09		 53.45   	 -35.61		
  0.10   	  -5.09		 53.31   	 -30.52		
  0.08   	   0.00		 53.18   	 -35.61		
  0.08   	  -5.09		 53.04   	 -35.61		
  0.06   	  -5.09		 52.90   	 -35.61		
  0.04(D)	   0.00		 52.76   	 -35.61		
  0.04   	   5.09		 52.61   	 -40.69		
  0.06   	   0.00		 52.45   	 -40.69		
  0.06   	   0.00		 52.29   	 -35.61		
  0.06   	   5.09		 52.15   	 -40.69		
  0.08   	  10.17		 51.98   	 -35.61		
  0.12   	   5.09		 51.84   	 -40.69		
  0.14   	   5.09		 51.68   	 -35.61		
  0.16   	  10.17		 51.54   	 -30.52		
  0.20   	  10.17		 51.41   	 -35.61		
  0.24   	   5.09		 51.27   	 -30.52		
  0.26   	   0.00		 51.15   	 -30.52		
  0.26   	  10.17		 51.03   	 -30.52		
  0.31   	   5.09		 50.91   	 -30.52		
  0.33   	  10.17		 50.78   	 -30.52		
  0.37   	   0.00		 50.66   	 -30.52		
  0.37   	  10.17		 50.54   	 -30.52		
  0.41   	  10.17		 50.42   	 -35.61		
  0.45   	  15.26		 50.27   	 -35.61		
  0.51   	  10.17		 50.13   	 -35.61		
  0.55   	   5.09		 49.99   	 -35.61		
  0.57   	  10.17		 49.85   	 -35.61		
  0.61   	  -5.09		 49.70   	 -40.69		
  0.59   	 -10.17		 49.54   	 -30.52		
  0.55   	 -20.35		 49.42   	 -25.43		
  0.47   	 -15.26		 49.32   	 -30.52		
  0.41   	 -10.17		 49.20   	 -35.61		
  0.37   	   0.00		 49.05   	 -30.52		
  0.37   	  -5.09		 48.93   	 -30.52		
  0.35   	   0.00		 48.81   	 -30.52		
  0.35(E)	  10.17		 48.69   	 -30.52		
  0.39   	  15.26		 48.57   	 -30.52		
  0.45   	  30.52		 48.44   	 -35.61		
  0.57   	  35.61		 48.30   	 -30.52		
  0.71   	  40.69		 48.18   	 -25.43		
  0.87   	  40.69		 48.08   	 -35.61		
  1.04   	  40.69		 47.93   	 -40.69		
  1.20   	  50.86		 47.77   	 -35.61		
  1.40   	  55.95		 47.63   	 -15.26		
  1.63   	  50.86		 47.57   	 -25.43		
  1.83   	  45.78		 47.47   	 -45.78		
  2.01   	  45.78		 47.28   	 -40.69		
  2.20   	  45.78		 47.12   	 -30.52		
  2.38   	  40.69		 47.00   	 -30.52		
  2.54   	  40.69		 46.88   	 -40.69		
  2.71   	  40.69		 46.71   	 -30.52		
  2.87   	  30.52		 46.59   	 -25.43		
  2.99   	  40.69		 46.49   	 -20.35		
  3.15   	  55.95		 46.41   	 -30.52		
  3.38   	  81.38		 46.29   	 -30.52		
  3.70   	 106.82		 46.16   	 -35.61		
  4.13   	 142.42		 46.02   	 -30.52		
  4.70   	 188.20		 45.90   	 -35.61		
  5.45   	 218.72		 45.76   	 -30.52		
  6.33   	 279.75		 45.64   	 -35.61		
  7.45   	 300.10		 45.49   	 -25.43		
  8.65   	 305.19		 45.39   	 -20.35		
  9.87   	 422.18		 45.31   	 -20.35		
 11.56   	 549.34		 45.23   	 -15.26		
 13.75   	 544.25		 45.17   	 -15.26		
 15.93   	 452.69		 45.11   	 -20.35		
 17.74   	 391.66		 45.03   	 -20.35		
 19.31   	 386.57		 44.94   	 -25.43		
 20.85   	 437.43		 44.84   	 -20.35		
 22.60   	 467.95		 44.76   	 -30.52		
 24.48   	 437.43		 44.64   	 -20.35		
 26.23   	 366.22		 44.56   	 -25.43		
 27.69   	 295.01		 44.46   	 -20.35		
 28.87   	 254.32		 44.37   	 -25.43		
 29.89   	 254.32		 44.27   	 -25.43		
 30.91   	 223.80		 44.17   	 -30.52		
 31.80   	 167.85		 44.05   	 -25.43		
 32.47   	 132.25		 43.95   	 -25.43		
 33.00   	  96.64		 43.85   	 -25.43		
 33.39   	  81.38		 43.74   	 -25.43		
 33.71   	  86.47		 43.64   	 -20.35		
 34.06   	 101.73		 43.56   	 -25.43		
 34.47   	 106.82		 43.46   	 -20.35		
 34.89   	 101.73		 43.38   	 -25.43		
 35.30   	  91.56		 43.28   	 -25.43		
 35.67   	 101.73		 43.17   	 -25.43		
 36.07   	 127.16		 43.07   	 -25.43		
 36.58   	 137.33		 42.97   	 -20.35		
 37.13   	 122.07		 42.89   	 -25.43		
 37.62   	 116.99		 42.79   	 -25.43		
 38.09   	 132.25		 42.69   	 -15.26		
 38.62   	 147.51		 42.62   	 -15.26		
 39.21   	 142.42		 42.56   	 -10.17		
 39.78   	 132.25		 42.52   	  -5.09		
 40.31   	 137.33		 42.50(D)	  10.17		
 40.85   	 152.59		 42.54   	  20.35		
 41.46   	 152.59		 42.62   	  45.78		
 42.08   	 157.68		 42.81   	  81.38		
 42.71   	 162.77		 43.13   	 127.16		
 43.36   	 157.68		 43.64   	 198.37		
 43.99   	 178.03		 44.44   	 264.50		
 44.70   	 193.29		 45.49   	 335.71		
 45.47   	 193.29		 46.84   	 386.57		
 46.25   	 183.11		 48.38   	 422.18		
 46.98   	 188.20		 50.07   	 437.43		
 47.73   	 188.20		 51.82   	 417.09		
 48.48   	 188.20		 53.49   	 386.57		
 49.24   	 178.03		 55.04   	 345.88		
 49.95   	 172.94		 56.42   	 289.93		
 50.64   	 162.77		 57.58   	 233.98		
 51.29   	 157.68		 58.51   	 188.20		
 51.92   	 152.59		 59.27   	 152.59		
 52.53   	 137.33		 59.88   	 132.25		
 53.08   	 132.25		 60.41   	 132.25		
 53.61   	 122.07		 60.94   	 142.42		
 54.10   	 116.99		 61.51   	 172.94		
 54.57   	 111.90		 62.20   	 203.46		
 55.02   	 106.82		 63.01   	 239.06		
 55.44   	 106.82		 63.97   	 279.75		
 55.87   	 101.73		 65.09   	 310.27		
 56.28   	 101.73		 66.33   	 335.71		
 56.68   	  96.64		 67.67   	 340.79		
 57.07   	  91.56		 69.03   	 345.88		
 57.44   	  86.47		 70.42   	 335.71		
 57.78   	  86.47		 71.76   	 320.45		
 58.13   	  81.38		 73.04   	 289.93		
 58.45   	  76.30		 74.20   	 264.50		
 58.76   	  76.30		 75.26   	 233.98		
 59.06   	  76.30		 76.20   	 203.46		
 59.37   	  71.21		 77.01   	 172.94		
 59.65   	  66.12		 77.70   	 147.51		
 59.92   	  61.04		 78.29   	 137.33		
 60.16   	  55.95		 78.84   	 122.07		
 60.39   	  50.86		 79.33   	 111.90		
 60.59   	  45.78		 79.78   	 101.73		
 60.77   	  45.78		 80.18   	  91.56		
 60.96   	  30.52		 80.55   	  76.30		
 61.08   	  30.52		 80.85   	  55.95		
 61.20   	  20.35		 81.08   	  40.69		
 61.28   	  10.17		 81.24   	  30.52		
 61.32   	  10.17		 81.36   	  20.35		
 61.36   	   5.09		 81.44   	   5.09		
 61.38(S)	  -5.09		 81.46(S)	   0.00		
 61.36   	 -20.35		 81.46   	 -15.26		
 61.28   	 -30.52		 81.40   	 -30.52		
 61.16   	 -40.69		 81.28   	 -50.86		
 61.00   	 -55.95		 81.08   	 -55.95		
 60.77   	 -76.30		 80.85   	 -71.21		
 60.47   	-101.73		 80.57   	 -76.30		
 60.06   	-122.07		 80.26   	 -86.47		
 59.57   	-142.42		 79.92   	 -96.64		
 59.00   	-152.59		 79.53   	-101.73		
 58.39   	-183.11		 79.12   	-106.82		
 57.66   	-254.32		 78.70   	-111.90		
 56.64   	-361.14		 78.25   	-111.90		
 55.20   	-539.16		 77.80   	-111.90		
 53.04   	-696.84		 77.35   	-111.90		
 50.25   	-762.97		 76.91   	-116.99		
 47.20   	-783.31		 76.44   	-111.90		
 44.07   	-768.05		 75.99   	-111.90		
 41.00   	-737.54		 75.54   	-106.82		
 38.05   	-666.32		 75.12   	-127.16		
 35.38   	-564.60		 74.61   	-132.25		
 33.12   	-508.65		 74.08   	-142.42		
 31.09   	-498.47		 73.51   	-142.42		
 29.09   	-457.78		 72.94   	-142.42		
 27.26   	-406.92		 72.37   	-142.42		
 25.64   	-376.40		 71.80   	-137.33		
 24.13   	-381.48		 71.25   	-142.42		
 22.60   	-376.40		 70.68   	-152.59		
 21.10   	-366.22		 70.07   	-167.85		
 19.63   	-371.31		 69.40   	-162.77		
 18.15   	-376.40		 68.75   	-172.94		
 16.64   	-376.40		 68.06   	-167.85		
 15.14   	-376.40		 67.39   	-167.85		
 13.63   	-376.40		 66.71   	-167.85		
 12.13   	-366.22		 66.04   	-152.59		
 10.66   	-345.88		 65.43   	-132.25		
  9.28   	-325.53		 64.90   	-116.99		
  7.98   	-310.27		 64.44   	-101.73		
  6.73   	-295.01		 64.03   	 -91.56		
  5.55   	-279.75		 63.66   	 -76.30		
  4.44   	-249.24		 63.36   	 -71.21		
  3.44   	-228.89		 63.07   	 -66.12		
  2.52   	-203.46		 62.81   	 -71.21		
  1.71   	-172.94		 62.52   	 -71.21		
  1.02   	-147.51		 62.24   	 -76.30		
  0.43   	-122.07		 61.93   	 -81.38		
 -0.06   	-101.73		 61.61   	 -91.56		
 -0.47   	 -81.38		 61.24   	 -91.56		
 -0.79   	 -66.12		 60.87   	-101.73		
 -1.06   	 -50.86		 60.47   	-106.82		
 -1.26   	 -40.69		 60.04   	-116.99		
 -1.42   	 -30.52		 59.57   	-116.99		
 -1.55   	 -20.35		 59.10   	 -91.56		
 -1.63(D)	  10.17		 58.74   	 -71.21		
 -1.59   	  20.35		 58.45   	 -61.04		
 -1.51   	  30.52		 58.21   	 -71.21		
 -1.38   	  30.52		 57.92   	 -76.30		
 -1.26   	  30.52		 57.62   	 -71.21		
 -1.14   	  30.52		 57.33   	 -61.04		
 -1.02   	  25.43		 57.09   	 -61.04		
 -0.92   	  15.26		 56.85   	 -55.95		
 -0.85   	  10.17		 56.62   	 -55.95		
 -0.81   	  15.26		 56.40   	 -45.78		
 -0.75   	  20.35		 56.22   	 -45.78		
 -0.67   	  20.35		 56.03   	 -45.78		
 -0.59   	  10.17		 55.85   	 -45.78		
 -0.55   	   5.09		 55.67   	 -50.86		
 -0.53   	   0.00		 55.46   	 -45.78		
 -0.53   	   0.00		 55.28   	 -45.78		
 -0.53   	  10.17		 55.10   	 -40.69		
 -0.49   	  20.35		 54.93   	 -35.61		
 -0.41   	  20.35		 54.79   	 -35.61		
 -0.33   	  20.35		 54.65   	 -35.61		
 -0.24   	  15.26		 54.51   	 -35.61		
 -0.18   	  20.35		 54.36   	 -35.61		
 -0.10   	  15.26		 54.22   	 -30.52		
 -0.04   	  15.26		 54.10   	 -35.61		
  0.02   	  10.17		 53.96   	 -35.61		
  0.06   	  10.17		 53.81   	 -30.52		
  0.10   	  15.26		 53.69   	 -20.35		
  0.16   	  15.26		 53.61   	 -25.43		
  0.22   	  20.35		 53.51   	 -20.35		
  0.31   	  10.17		 53.43   	 -20.35		
  0.35   	  10.17		 53.35   	 -20.35		
  0.39   	   5.09		 53.27   	 -20.35		
  0.41   	  10.17		 53.18   	 -25.43		
  0.45   	   5.09		 53.08   	 -30.52		
  0.47   	  10.17		 52.96   	 -30.52		
  0.51   	  10.17		 52.84   	 -25.43		
  0.55   	  20.35		 52.74   	 -25.43		
  0.63   	  15.26		 52.63   	 -30.52		
  0.69   	  20.35		 52.51   	 -20.35		
  0.77   	  25.43		 52.43   	 -20.35		
  0.87   	  25.43		 52.35   	 -10.17		
  0.98   	  25.43		 52.31   	 -15.26		
  1.08   	  25.43		 52.25   	 -15.26		
  1.18   	  20.35		 52.19   	 -15.26		
  1.26   	  25.43		 52.13   	 -20.35		
  1.36   	  20.35		 52.04   	 -15.26		
  1.44   	  20.35		 51.98   	 -10.17		
  1.53   	  25.43		 51.94   	 -15.26		
  1.63   	  25.43		 51.88   	 -15.26		
  1.73   	  20.35		 51.82   	 -25.43		
  1.81   	  20.35		 51.72   	 -20.35		
  1.89   	  20.35		 51.64   	 -25.43		
  1.97   	  30.52		 51.54   	 -20.35		
  2.10   	  35.61		 51.45   	 -30.52		
  2.24   	  45.78		 51.33   	 -20.35		
  2.42   	  35.61		 51.25   	 -15.26		
  2.56   	  40.69		 51.19   	 -25.43		
  2.73   	  30.52		 51.09   	 -20.35		
  2.85   	  30.52		 51.01   	 -20.35		
  2.97   	  30.52		 50.93   	 -10.17		
  3.09   	  25.43		 50.88   	 -10.17		
  3.19   	  20.35		 50.84   	 -20.35		
  3.28   	  25.43		 50.76   	 -15.26		
  3.38   	  20.35		 50.70   	 -20.35		
  3.46   	  10.17		 50.62   	 -30.52		
  3.50   	   5.09		 50.50   	 -25.43		
  3.52   	  10.17		 50.40   	 -25.43		
  3.56   	  10.17		 50.29   	 -25.43		
  3.60   	  15.26		 50.19   	 -20.35		
  3.66   	  15.26		 50.11   	 -20.35		
  3.72   	  15.26		 50.03   	 -25.43		
  3.78(E)	  20.35		 49.93   	 -25.43		
  3.87   	  25.43		 49.83   	 -20.35		
  3.97   	  30.52		 49.75   	 -20.35		
  4.09   	  30.52		 49.66   	 -20.35		
  4.21   	  40.69		 49.58   	 -20.35		
  4.37   	  40.69		 49.50   	 -15.26		
  4.54   	  50.86		 49.44   	 -20.35		
  4.74   	  45.78		 49.36   	 -25.43		
  4.92   	  50.86		 49.26   	 -20.35		
  5.13   	  50.86		 49.18   	 -25.43		
  5.33   	  55.95		 49.07   	 -25.43		
  5.55   	  50.86		 48.97   	 -30.52		
  5.76   	  50.86		 48.85   	 -35.61		
  5.96   	  55.95		 48.71   	 -30.52		
  6.19   	  55.95		 48.59   	 -30.52		
  6.41   	  71.21		 48.46   	 -35.61		
  6.69   	  86.47		 48.32   	 -25.43		
  7.04   	 106.82		 48.22   	 -25.43		
  7.47   	 111.90		 48.12   	 -25.43		
  7.91   	 122.07		 48.02   	 -25.43		
  8.40   	 152.59		 47.91   	 -10.17		
  9.01   	 223.80		 47.87   	 -15.26		
  9.91   	 335.71		 47.81   	 -20.35		
 11.25   	 483.21		 47.73   	 -20.35		
 13.18   	 564.60		 47.65   	 -20.35		
 15.44   	 590.03		 47.57   	 -20.35		
 17.80   	 549.34		 47.49   	 -25.43		
 20.00   	 488.30		 47.39   	 -25.43		
 21.95   	 452.69		 47.28   	 -30.52		
 23.76   	 437.43		 47.16   	 -25.43		
 25.51   	 442.52		 47.06   	 -15.26		
 27.28   	 457.78		 47.00   	 -15.26		
 29.11   	 427.26		 46.94   	 -10.17		
 30.82   	 361.14		 46.90   	 -15.26		
 32.27   	 310.27		 46.84   	 -15.26		
 33.51   	 284.84		 46.77   	 -15.26		
 34.65   	 269.58		 46.71   	 -25.43		
 35.73   	 244.15		 46.61   	 -25.43		
 36.70   	 213.63		 46.51   	 -30.52		
 37.56   	 188.20		 46.39   	 -25.43		
 38.31   	 167.85		 46.29   	 -25.43		
 38.98   	 162.77		 46.18   	 -30.52		
 39.63   	 152.59		 46.06   	 -35.61		
 40.24   	 132.25		 45.92   	 -40.69		
 40.77   	 127.16		 45.76   	 -35.61		
 41.28   	 127.16		 45.62   	 -25.43		
 41.79   	 122.07		 45.51   	 -25.43		
 42.28   	 111.90		 45.41   	 -35.61		
 42.73   	 116.99		 45.27   	 -25.43		
 43.19   	 122.07		 45.17   	   0.00		
 43.68   	 116.99		 45.17   	   0.00		
 44.15   	 122.07		 45.17   	  -5.09		
 44.64   	 106.82		 45.15   	  -5.09		
 45.07   	 111.90		 45.13(D)	  10.17		
 45.51   	 127.16		 45.17   	  15.26		
 46.02   	 152.59		 45.23   	  25.43		
 46.63   	 157.68		 45.33   	  45.78		
 47.26   	 157.68		 45.51   	  76.30		
 47.89   	 162.77		 45.82   	 137.33		
 48.55   	 167.85		 46.37   	 208.54		
 49.22   	 172.94		 47.20   	 284.84		
 49.91   	 178.03		 48.34   	 361.14		
 50.62   	 178.03		 49.79   	 427.26		
 51.33   	 172.94		 51.50   	 467.95		
 52.02   	 178.03		 53.37   	 478.13		
 52.74   	 183.11		 55.28   	 457.78		
 53.47   	 178.03		 57.11   	 422.18		
 54.18   	 172.94		 58.80   	 366.22		
 54.87   	 172.94		 60.26   	 310.27		
 55.56   	 167.85		 61.51   	 239.06		
 56.24   	 167.85		 62.46   	 188.20		
 56.91   	 157.68		 63.21   	 147.51		
 57.54   	 157.68		 63.80   	 132.25		
 58.17   	 147.51		 64.33   	 142.42		
 58.76   	 132.25		 64.90   	 162.77		
 59.29   	 127.16		 65.55   	 203.46		
 59.80   	 127.16		 66.37   	 254.32		
 60.30   	 116.99		 67.39   	 300.10		
 60.77   	 111.90		 68.59   	 330.62		
 61.22   	 101.73		 69.91   	 366.22		
 61.63   	  96.64		 71.37   	 381.48		
 62.01   	  96.64		 72.90   	 386.57		
 62.40   	  91.56		 74.45   	 371.31		
 62.77   	  96.64		 75.93   	 356.05		
 63.15   	  96.64		 77.35   	 320.45		
 63.54   	  91.56		 78.64   	 279.75		
 63.91   	  91.56		 79.76   	 249.24		
 64.27   	  91.56		 80.75   	 223.80		
 64.64   	  86.47		 81.65   	 203.46		
 64.98   	  86.47		 82.46   	 172.94		
 65.33   	  81.38		 83.15   	 162.77		
 65.66   	  71.21		 83.80   	 142.42		
 65.94   	  61.04		 84.37   	 127.16		
 66.18   	  55.95		 84.88   	 101.73		
 66.41   	  55.95		 85.29   	  86.47		
 66.63   	  45.78		 85.64   	  71.21		
 66.82   	  35.61		 85.92   	  55.95		
 66.96   	  35.61		 86.14   	  45.78		
 67.10   	  25.43		 86.33   	  30.52		
 67.20   	  25.43		 86.45   	  15.26		
 67.30   	  10.17		 86.51   	   5.09		
 67.34   	  10.17		 86.53(S)	 -15.26		
 67.39(S)	   0.00		 86.47   	 -30.52		
 67.39   	 -10.17		 86.35   	 -50.86		
 67.34   	 -15.26		 86.14   	 -76.30		
 67.28   	 -25.43		 85.84   	 -81.38		
 67.18   	 -40.69		 85.51   	 -96.64		
 67.02   	 -45.78		 85.13   	-101.73		
 66.84   	 -66.12		 84.72   	-106.82		
 66.57   	 -81.38		 84.29   	-111.90		
 66.25   	-101.73		 83.85   	-111.90		
 65.84   	-142.42		 83.40   	-116.99		
 65.27   	-172.94		 82.93   	-116.99		
 64.58   	-188.20		 82.46   	-116.99		
 63.82   	-213.63		 81.99   	-116.99		
 62.97   	-274.67		 81.53   	-116.99		
 61.87   	-391.66		 81.06   	-116.99		
 60.30   	-569.68		 80.59   	-116.99		
 58.03   	-747.71		 80.12   	-116.99		
 55.04   	-839.26		 79.65   	-111.90		
 51.68   	-844.35		 79.21   	-111.90		
 48.30   	-808.75		 78.76   	-116.99		
 45.07   	-732.45		 78.29   	-106.82		
 42.14   	-630.72		 77.86   	-101.73		
 39.61   	-569.68		 77.46   	-111.90		
 37.33   	-539.16		 77.01   	-122.07		
 35.18   	-493.39		 76.52   	-122.07		
 33.20   	-432.35		 76.03   	-132.25		
 31.47   	-391.66		 75.50   	-137.33		
 29.91   	-376.40		 74.95   	-147.51		
 28.40   	-371.31		 74.36   	-157.68		
 26.92   	-361.14		 73.73   	-167.85		
 25.47   	-356.05		 73.06   	-167.85		
 24.05   	-361.14		 72.39   	-172.94		
 22.60   	-366.22		 71.70   	-172.94		
 21.14   	-371.31		 71.01   	-172.94		
 19.65   	-371.31		 70.32   	-172.94		
 18.17   	-361.14		 69.62   	-157.68		
 16.72   	-361.14		 68.99   	-152.59		
 15.28   	-356.05		 68.38   	-137.33		
 13.86   	-345.88		 67.83   	-127.16		
 12.47   	-325.53		 67.32   	-101.73		
 11.17   	-310.27		 66.92   	 -91.56		
  9.93   	-279.75		 66.55   	 -76.30		
  8.81   	-264.50		 66.25   	 -71.21		
  7.75   	-228.89		 65.96   	 -66.12		
  6.84   	-203.46		 65.70   	 -71.21		
  6.02   	-167.85		 65.41   	 -71.21		
  5.35   	-137.33		 65.13   	 -81.38		
  4.80   	-111.90		 64.80   	 -91.56		
